author;contributors;created_at;description;description2;industry;language_primary;languages;license;link;ml_detected;ml_libs;ml_tags;ml_terms;name;pushed_at;scraped_at;stars;stars_score;title;type
mfsatya;0;2019-03-20 04:38:10;Plant Seedlings Classification from kaggle competition;Plant Seedlings Classification from kaggle competition;Biotechnological & Life Sciences;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/mfsatya/PlantSeedlings-Classification;1.0;['keras', 'sklearn', 'tensorflow'];['ReLu'];['classif'];Seedlings;2019-05-03 01:53:01;2020-10-30 23:56:21;8;0.281;PlantSeedlings-Classification;Life-sciences
Michaels72;0;;Customer Due Diligence - Automated Google Web Scraping for Negative News;Search news articles to do finance AML DD.;Banking & Insurance;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/Michaels72/AML-Due-Diligence/;0.7;['sklearn'];[];['ML', 'train'];AML Finance Due Diligence;2019-01-24 19:13:42;2020-10-31 00:20:04;;0.0;AML-Due-Diligence;Fraud
mick-zhang;0;2019-01-28 08:21:24;Millions of developers and companies build, ship, and maintain their software on GitHub  the largest and most advanced development platform in the world.;Quality control for banking using LDA;Banking & Insurance;Jupyter Notebook;['Jupyter Notebook: 71.5%', 'Python: 28.5%'];;https://github.com/mick-zhang/Quality-Control-for-Banking-using-LDA-and-LDA-Mallet;1.0;['gensim', 'nltk', 'spacy'];['ML', 'Supervised Learning', 'Unsupervised learning'];['fit', 'machine learning', 'model', 'rank', 'supervised learning', 'unsupervised learning'];Quality Control;2019-06-15 20:12:30;2020-10-30 23:43:52;1;0.099;Quality-Control-for-Banking-using-LDA-and-LDA-Mallet;Insurance and Risk
microsoft;12;2018-04-30 21:02:52;ALICE (Automated Learning and Intelligence for Causation and Economics) is a Microsoft Research project aimed at applying Artificial Intelligence concepts to economic decision making. One of its goals is to build a toolkit that combines state-of-the-art machine learning techniques with econometrics in order to bring automation to complex causal;Automated Learning and Intelligence for Causation and Economics.;Economics;Jupyter Notebook;['Jupyter Notebook: 83.3%', 'Python: 16.5%', 'Other: 0.2%'];MIT;https://github.com/microsoft/EconML;1.0;['keras', 'lightgbm', 'pattern', 'sklearn', 'statsmodels', 'xgboost'];['AI', 'AutoML', 'CV', 'Classification', 'Decision Tree', 'GBM', 'Gradient Boosting', 'Linear Regression', 'ML', 'NN', 'RL', 'Random Forest', 'ReLu', 'Regression', 'Supervised Learning'];['CV', 'GBM', 'ML', 'RL', 'classif', 'fit', 'label', 'layer', 'machine learning', 'model', 'predict', 'random forest', 'regression', 'relu'];EconML;2020-11-29 04:32:37;2020-10-31 00:30:20;1027;0.647;EconML;Machine Learning
mikhailklassen;4;;The official online compendium for Mining the Social Web, 3rd Edition (O'Reilly, 2018);Mining the social web.;Media & Publishing;Jupyter Notebook;['Jupyter Notebook: 95.1%', 'HTML: 3.9%', 'Other: 1.0%'];;https://github.com/mikhailklassen/Mining-the-Social-Web-3rd-Edition/;1.0;['Pillow', 'nltk', 'pattern', 'sklearn'];['AI', 'ANN', 'CV', 'Classification', 'Clustering', 'DL', 'Document Summarization', 'K-Means', 'ML', 'Machine Translation', 'NER', 'NLG', 'NLP', 'NLU', 'NN', 'RL', 'Sentiment Analysis'];['RL'];Social Mining;2019-08-27 16:41:28;2020-10-31 00:45:44;;0.0;Mining-the-Social-Web-3rd-Edition;Marketing
mila-iqia;7;2018-08-09 14:34:32;Towards Gene Expression Convolutions using Gene Interaction Graphs;Using convolutions on an image.;Biotechnological & Life Sciences;Jupyter Notebook;['Jupyter Notebook: 97.0%', 'Python: 3.0%'];;https://github.com/mila-iqia/gene-graph-conv;1.0;['pattern', 'pytorch', 'sklearn'];['Classification', 'Clustering', 'K-Means', 'ML', 'RL', 'ReLu', 'Regression'];['ML', 'clustering', 'convolutional neural network', 'fit', 'label', 'layer', 'machine learning', 'model', 'neural network', 'predict', 'recommend', 'train'];Gene Expression Graphs;2020-01-14 15:18:10;2020-10-30 23:53:50;54;0.452;gene-graph-conv;Genomics
mingzhangyang;0;2016-05-11 23:09:27;Python scripts for biologists;Python scripts for biologists.;Biotechnological & Life Sciences;Jupyter Notebook;['Jupyter Notebook: 56.2%', 'Python: 43.4%', 'HTML: 0.4%'];Apache-2.0;https://github.com/mingzhangyang/Mybiotools;0.7;['pattern'];[];['ML', 'recogn'];Scripts;2017-05-10 05:12:29;2020-10-30 23:48:21;5;0.236;Mybiotools;General
mitmedialab;2;2017-11-21 19:11:02;A mini-framework to build and train neural networks for molecular biology.;A mini-framework to build and train neural networks for molecular biology.;Biotechnological & Life Sciences;Jupyter Notebook;['Jupyter Notebook: 64.5%', 'Python: 35.5%'];MIT;https://github.com/mitmedialab/Evolutron;0.8;['keras', 'pattern', 'sklearn', 'tensorflow', 'theano'];['Classification', 'DL', 'LSTM', 'ML', 'NN', 'RNN', 'ReLu'];[];Molecular NN;2018-03-23 14:42:23;2020-10-30 23:48:24;8;0.281;Evolutron;General
MiyainNYC;0;;Option Pricing, Volatility Prediction, Machine Learning, Black Scholas, Web Crawling;HFT trading and implied volatility modeling.;Finance;Jupyter Notebook;['Jupyter Notebook: 98.1%', 'Python: 1.7%', 'R: 0.2%'];;https://github.com/MiyainNYC/Financial-Modeling/;1.0;['pattern', 'sklearn'];['Classification', 'Decision Tree', 'Gradient Boosting', 'KNN', 'Linear Regression', 'Logistic Regression', 'ML', 'NN', 'RL', 'Random Forest', 'Regression'];['machine learning', 'model'];Financial Modeling;2016-12-20 03:25:13;2020-10-31 00:36:45;;0.0;Financial-Modeling;Trading & Investment
mohan-mj;0;2018-10-29 11:13:16;Shop floor always have challenges. When the part fails at the end of line testing, shop floor manager instinctively retrace your steps to identify at what point you went wrong. Here, the ML based algorithm is closely monitoring the parts as they progress through the manufacturing processes. So that the defective parts can be intelligently identi;Intelligent anomaly detection for manufacturing line.;Manufacturing;Jupyter Notebook;['Jupyter Notebook: 100.0%'];Apache-2.0;https://github.com/mohan-mj/Manufacturing-Line-I4.0;1.0;['sklearn', 'xgboost'];['AI', 'Classification', 'ML'];['ML', 'predict', 'train'];Manufacturing Anomalies;2019-09-25 04:40:31;2020-10-31 00:44:26;2;0.152;Manufacturing-Line-I4.0;Failure
Montclair-State-University-Info368;0;2016-03-20 18:58:41;1. Select 6-8 products/brands that directly compete with each other. Download 300-500 tweets related to each product/brand. Clean the data. Build a dendrogram showing the lexical similarity among the brands. Identify the top 10 words associated with each brand (after cleaning the data). 15 pts. 2. Select 2 hotels that are located closely geograp;Compare brands that directly compete;Accommodation & Food;Jupyter Notebook;['Jupyter Notebook: 100.0%'];MIT;https://github.com/Montclair-State-University-Info368/Assignment-6;1.0;['nltk'];['Classification'];['decision tree', 'model', 'predict'];Hotel Similarity;2016-03-21 00:10:08;2020-10-30 23:38:56;5;0.236;Assignment-6;Accomodation
morenobcn;0;2018-09-19 01:56:45;Millions of developers and companies build, ship, and maintain their software on GitHub  the largest and most advanced development platform in the world.;Predict hotel room rates;Accommodation & Food;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/morenobcn/capstone_hotels_arcpy;1.0;['pattern', 'sklearn', 'xgboost'];['AI', 'CV', 'Classification', 'Clustering', 'K-Means', 'KNN', 'ML', 'Random Forest', 'Regression', 'Supervised Learning', 'Unsupervised learning'];['ML', 'fit', 'machine learning', 'model', 'predict', 'rank'];Predict Prices;2018-09-19 13:37:19;2020-10-30 23:39:04;3;0.188;capstone_hotels_arcpy;Accomodation
morenobcn;0;2018-08-08 00:01:15;Millions of developers and companies build, ship, and maintain their software on GitHub  the largest and most advanced development platform in the world.;Comparing the two approaches;Accommodation & Food;Jupyter Notebook;['Jupyter Notebook: 81.4%', 'Python: 18.6%'];;https://github.com/morenobcn/hotels_vs_airbnb_proof_of_concept;0.5;[];['AI', 'DL', 'ML', 'RL'];['classif'];Hotels vs Airbnb;2020-11-18 21:24:00;2020-10-30 23:39:08;2;0.152;hotels_vs_airbnb_proof_of_concept;Accomodation
mratsim;0;2017-04-26 17:10:52;Predict people interest in renting specific NYC apartments. The challenge combines structured data, geolocalization, time data, free text and images.;Predict people interest in renting specific NYC apartments.;Real Estate, Rental & Leasing;Jupyter Notebook;['Jupyter Notebook: 98.8%', 'Python: 1.2%'];;https://github.com/mratsim/Apartment-Interest-Prediction;1.0;['lightgbm', 'nltk', 'sklearn', 'textblob', 'vocabulary', 'xgboost'];['CV', 'Classification', 'Clustering', 'GBM', 'ML', 'Naive Bayes', 'Sentiment Analysis', 'Supervised Learning'];['CV', 'GBM', 'ML', 'NLP', 'bayesian', 'classif', 'clustering', 'detect', 'label', 'model', 'predict', 'sentiment analysis', 'train'];Interest Prediction;2017-11-04 08:52:51;2020-10-31 00:58:01;16;0.346;Apartment-Interest-Prediction;Rental & Leasing
mratsim;0;2018-03-15 21:25:36;Adventure into using multi attention recurrent neural networks for time-series (city traffic) for the 2017-11-18 McKinsey IronMan (24h non-stop) prediction challenge;multi attention recurrent neural networks for time-series (city traffic);Utilities;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/mratsim/McKinsey-SmartCities-Traffic-Prediction;1.0;['keras', 'sklearn', 'tensorflow'];['Classification', 'GRU', 'LSTM', 'NN', 'RNN', 'ReLu', 'Regression'];['CNN', 'NN', 'RNN', 'classif', 'gru', 'layer', 'loss', 'lstm', 'model', 'neural network', 'predict', 'recurrent neural network', 'regression', 'train', 'training data'];Traffic Prediction;2018-03-15 23:07:20;2020-10-31 01:06:31;44;0.435;McKinsey-SmartCities-Traffic-Prediction;Transportation
mroberge;4;2016-08-12 01:16:29;A suite of convenience functions for working with hydrology data in an interactive Python session.;A suite of convenience functions for exploring water data in Python.;Utilities;Python;['Python: 68.3%', 'Jupyter Notebook: 31.6%', 'Makefile: 0.1%'];MIT;https://github.com/mroberge/hydrofunctions;0.8;['pattern', 'vocabulary'];['AI', 'Classification', 'DL', 'ML', 'NN', 'RL'];[];Hydrology Data;2020-11-18 04:33:25;2020-10-31 01:03:02;27;0.393;hydrofunctions;Water & Pollution
mschermann;0;2018-04-20 18:23:17;Case Studies on Forensic Accounting using Data Analysis;Collection of case studies on forensic accounting using data analysis.;Accounting;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/mschermann/forensic_accounting;1.0;['pattern'];['AI', 'Classification', 'DL'];['filter', 'fit'];Forensic Accounting;2019-01-10 01:37:30;2020-10-30 23:39:59;15;0.34;forensic_accounting;Analytics
muntisa;0;2018-09-11 10:22:46;Prediction of Spanish Political Affinity with Deep Neural Nets: Socialist vs People's Party;Prediction of Spanish Political Affinity with Deep Neural Nets: Socialist vs People's Party;Government and Public Works;Jupyter Notebook;['Jupyter Notebook: 100.0%'];MIT;https://github.com/muntisa/Deep-Politics;1.0;['keras', 'pattern', 'sklearn', 'tensorflow'];['CNN', 'Classification', 'DL', 'NN', 'RNN', 'ReLu', 'VGG'];['CNN', 'NN', 'convolutional neural network', 'layer', 'model', 'neural network', 'predict', 'train', 'vgg'];DL Politics;2018-11-06 00:14:00;2020-10-31 00:56:21;3;0.188;Deep-Politics;Politics
Murgio;2;2018-01-04 12:51:40;food image to recipe with deep convolutional neural networks.;Translate an image to a recipe using deep learning;Accommodation & Food;Jupyter Notebook;['Jupyter Notebook: 83.8%', 'HTML: 16.0%', 'Other: 0.2%'];;https://github.com/Murgio/Food-Recipe-CNN;1.0;['gensim', 'keras', 'nltk', 'pattern', 'sklearn', 'statsmodels', 'tensorflow', 'theano'];['AI', 'ANN', 'CNN', 'CV', 'Classification', 'Clustering', 'GRU', 'LSTM', 'ML', 'NER', 'NLP', 'NN', 'RL', 'RNN', 'ReLu', 'Regression', 'VGG'];['CNN', 'ML', 'NN', 'alexnet', 'classif', 'clustering', 'convolutional neural network', 'deep learning', 'k-means', 'layer', 'model', 'neural network', 'recogn', 'resnet', 'train', 'vgg'];Image to Recipe;2020-11-18 21:30:02;2020-10-30 23:32:43;427;0.597;Food-Recipe-CNN;Food
Myau5x;0;2018-11-22 00:21:40;finding restaurants that i hate;Find restaurants you don’t want to attend;Accommodation & Food;Jupyter Notebook;['Jupyter Notebook: 73.2%', 'JavaScript: 24.3%', 'Python: 2.3%', 'HTML: 0.2%'];;https://github.com/Myau5x/anti-recommender;1.0;['nltk', 'sklearn', 'vocabulary'];['CV', 'Classification', 'Clustering', 'ML', 'Random Forest', 'Regression'];['AI', 'CV', 'DL', 'ML', 'NLP', 'NN', 'RL', 'classif', 'clustering', 'detect', 'filter', 'fit', 'gru', 'k-means', 'label', 'layer', 'loss', 'model', 'predict', 'random forest', 'rank', 'recogn', 'recommend', 'recommender', 'relu', 'reward', 'train'];Anti-recommender;2019-03-18 21:29:31;2020-10-30 23:36:24;0;0.0;anti-recommender;Restaurant
nd1;2;2016-07-18 14:41:34;This is a prototype of replicating Chicago's Food Inspection Forecasting project with DC data in python.;Food inspection violation forecasting;Accommodation & Food;Jupyter Notebook;['Jupyter Notebook: 74.1%', 'HTML: 24.6%', 'Python: 1.3%'];MIT;https://github.com/nd1/DC_RestaurantViolationForecasting;1.0;['sklearn'];['AI', 'CV', 'Classification', 'KNN', 'Logistic Regression', 'NN', 'Random Forest', 'Regression'];['CV', 'classif', 'filter', 'fit', 'model', 'predict', 'random forest', 'regression', 'train'];Restaurant Violation;2016-09-06 18:05:56;2020-10-30 23:34:33;12;0.319;DC_RestaurantViolationForecasting;Restaurant
nealmcb;0;2017-06-28 23:36:34;Proportional Representation Voting Methods, Data, and Auditing;Proportional representation voting methods.;Government and Public Works;Jupyter Notebook;['Jupyter Notebook: 68.1%', 'Python: 31.9%'];MIT;https://github.com/nealmcb/pr_voting_methods;0.5;[];['CV'];['bayesian'];Voting System;2019-01-27 19:10:59;2020-10-31 00:55:55;0;0.0;pr_voting_methods;Election Analysis
neokt;0;2017-02-13 08:47:59;Assessing car damage with convolution neural networks for a personal auto claims expedition use case;Assessing car damage with convolution neural networks for a personal auto claims.;Banking & Insurance;Jupyter Notebook;['Jupyter Notebook: 99.5%', 'Other: 0.5%'];;https://github.com/neokt/car-damage-detective;1.0;['keras', 'sklearn', 'tensorflow', 'theano'];['AI', 'Classification', 'ML', 'NER', 'NN', 'RL', 'ReLu', 'ResNet', 'VGG'];['AI', 'classif', 'computer vision', 'convolutional neural network', 'deep learning', 'detect', 'label', 'neural network', 'train', 'vgg'];Car Damage Detective;2017-12-10 20:55:27;2020-10-30 23:43:06;165;0.536;car-damage-detective;Insurance and Risk
Niels-Peter;3;2018-01-30 08:39:37;Applying XBRL to AI;Standardized representation of XBRL into AI and Machine learning.;Accounting;HTML;['HTML: 83.9%', 'Python: 13.3%', 'Jupyter Notebook: 2.8%'];MIT;https://github.com/Niels-Peter/XBRL-AI;1.0;['sklearn'];['AI', 'CV', 'Classification', 'ML', 'RL', 'Random Forest'];['AI', 'RL', 'fit', 'machine learning', 'model', 'predict'];AI Applied to XBRL;2018-11-07 14:40:42;2020-10-30 23:39:57;25;0.387;XBRL-AI;Machine Learning
nishanthgampa;0;2018-07-02 03:34:07;Exploratory Data Analysis of Time Series Data and Forecasting using Naive Approach, Moving Average Method, Simple Exponential Smoothening, Holts Linear Trend Model, Holts Winter Model, ARIMA and SARIMAX models.;Time series analysis on transportation data.;Utilities;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/nishanthgampa/Time-Series-Analysis-on-Transportation-Data;1.0;['sklearn', 'statsmodels'];['AI'];['model', 'predict', 'train'];TS Analysis;2018-07-02 03:40:42;2020-10-31 01:06:14;4;0.214;Time-Series-Analysis-on-Transportation-Data;Transportation
NomaanAhmed;0;2019-01-21 06:26:36;A Big Data analysis of different species of animals. Done in Python via Jupyter Notebook - GitHub renders it directly, just click!;Big Data analysis of different species of animals;Biotechnological & Life Sciences;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/NomaanAhmed/BigData_AnimalSpeciesAnalysis;0.0;[];[];[];Species;2019-01-21 06:32:02;2020-10-31 00:20:39;1;0.099;BigData_AnimalSpeciesAnalysis;Life-sciences
nonsignificantp;0;2018-12-07 03:05:40;An analysis on the improvements of ambulance response time when using Google's routing service instead of hospital referral regions to find the closest and fastest emergency hospital in Buenos Aires City.;An analysis on the improvements of ambulance response time.;Emergency & Relief;Jupyter Notebook;['Jupyter Notebook: 99.8%', 'R: 0.2%'];;https://github.com/nonsignificantp/ambulance-response-time;0.2;[];[];['fit', 'label', 'loss', 'recommend'];Response Time;2018-12-07 03:33:12;2020-10-31 00:35:28;0;0.0;ambulance-response-time;Ambulance:
npatta01;0;2018-11-03 23:45:41;Deep Learning model to classify food (Web App);Deep Learning model to classify food (Web App);Accommodation & Food;Jupyter Notebook;['Jupyter Notebook: 99.9%', 'Other: 0.1%'];MIT;https://github.com/npatta01/web-deep-learning-classifier;0.5;[];['CNN', 'Classification', 'NN', 'ResNet'];['CNN', 'NN', 'RL', 'classif', 'computer vision', 'deep learning', 'epoch', 'fit', 'label', 'layer', 'loss', 'model', 'random forest', 'resnet', 'train'];Food Detection Web App;2020-11-22 18:31:08;2020-10-30 23:34:07;101;0.5;web-deep-learning-classifier;Food
